no,category,subcategory,arxiv_url,title,citations,source,additional_doi
382,Reasoning,Retrieval,http://arxiv.org/abs/2303.11090 ,Scene Graph Based Fusion Network For Image-Text Retrieval,0,ai_generated,10.1109/icme55011.2023.00032
381,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2303.11048 ,SGFormer: Semantic Graph Transformer for Point Cloud-based 3D Scene Graph Generation,1,ai_generated,10.1609/aaai.v38i5.28197
380,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2303.10944 ,Location-Free Scene Graph Generation,3,ai_generated,10.1109/cvprw67362.2025.00016
379,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2303.10863 ,Decomposed Prototype Learning for Few-Shot Scene Graph Generation,1,ai_generated,10.1145/3700877
378,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2303.10766 ,Multi-modal reward for visual relationships-based image captioning,1,ai_generated,
377,Reasoning,Relationship,http://arxiv.org/abs/2303.09410 ,Narrator: Towards Natural Control of Human-Scene Interaction Generation via Relationship Reasoning,0,ai_generated,10.1109/iccv51070.2023.02035
376,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2303.08998 ,Unified Visual Relationship Detection with Vision and Language Models,1,ai_generated,10.1109/iccv51070.2023.00641
375,Others,Autonomous Driving,http://arxiv.org/abs/2303.08473 ,Unsupervised Traffic Scene Generation with Synthetic 3D Scene Graphs,1,ai_generated,10.1109/iros51168.2021.9636318
374,Scene Graph,Representation,http://arxiv.org/abs/2303.07096 ,Prototype-based Embedding Network for Scene Graph Generation,5,ai_generated,10.1109/cvpr52729.2023.02182
373,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2303.06842 ,Hierarchical Relationships: A New Perspective to Enhance Scene Graph Generation,0,ai_generated,
372,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2303.04634 ,Transformer-based Image Generation from Scene Graphs,2,ai_generated,10.1016/j.cviu.2023.103721
371,Scene Graph,Representation,http://arxiv.org/abs/2303.01080 ,LANDMARK: Language-guided Representation Enhancement Framework for Scene Graph Generation,0,ai_generated,10.1007/s10489-023-04722-1
370,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2302.10425 ,Instance-incremental Scene Graph Generation from Real-world Point Clouds via Normalizing Flows,0,ai_generated,10.1109/tcsvt.2023.3289885
369,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2302.07691 ,"Project Elements: A computational entity-component-system in a scene-graph pythonic framework, for a neural, geometric computer graphics curriculum",1,ai_generated,
368,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2302.06494 ,Explicit3D: Graph Network with Spatial Inference for Single Image 3D Object Detection,0,ai_generated,10.1016/j.image.2024.117120
367,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2302.10276 ,See Your Heart: Psychological states Interpretation through Visual Creations,0,ai_generated,
366,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2302.03477 ,Explainable Action Prediction through Self-Supervision on Scene Graphs,0,ai_generated,10.1109/icra48891.2023.10161132
365,Robotics,Manipulation,http://arxiv.org/abs/2302.02651 ,1st Place Solution for PSG competition with ECCV'22 SenseHuman Workshop,4,ai_generated,
364,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2302.01403 ,Self-Supervised Relation Alignment for Scene Graph Generation,1,ai_generated,10.1109/wacv57701.2024.00137
363,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2302.08901 ,Exploring External Knowledge for Accurate modeling of Visual and Language Problems,0,ai_generated,
362,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2301.07666 ,DDS: Decoupled Dynamic Scene-Graph Generation Network,0,ai_generated,10.1109/wacv61041.2025.00936
361,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2301.00929 ,EQUI-VOCAL: Synthesizing Queries for Compositional Video Events from Limited User Interactions [Technical Report],0,ai_generated,
360,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2301.00351 ,Skew Class-balanced Re-weighting for Unbiased Scene Graph Generation,0,ai_generated,10.3390/make5010018
359,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2301.00146 ,Peer Learning for Unbiased Scene Graph Generation,1,ai_generated,
358,Robotics,Navigation,http://arxiv.org/abs/2212.11770 ,S-Graphs+: Real-time Localization and Mapping leveraging Hierarchical Representations,10,ai_generated,
357,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2212.09329 ,SrTR: Self-reasoning Transformer with Visual-linguistic Knowledge for Scene Graph Generation,1,ai_generated,
356,Reasoning,VQA,http://arxiv.org/abs/2212.08283 ,SceneGATE: Scene-Graph based co-Attention networks for TExt visual question answering,1,ai_generated,10.3390/robotics12040114
355,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2212.07796 ,CREPE: Can Vision-Language Foundation Models Reason Compositionally?,0,ai_generated,
354,Scene Graph,Representation,http://arxiv.org/abs/2212.04155 ,Latent Graph Representations for Critical View of Safety Assessment,1,ai_generated,10.1109/tmi.2023.3333034
353,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2212.03866 ,Learning Action-Effect Dynamics for Hypothetical Vision-Language Reasoning Task,0,ai_generated,10.18653/v1/2022.findings-emnlp.436
352,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2212.03433 ,Learning Action-Effect Dynamics from Pairs of Scene-graphs,1,ai_generated,
351,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2212.02875 ,Multi-Task Edge Prediction in Temporally-Dynamic Video Graphs,0,ai_generated,
350,Robotics,Robotic Perception,http://arxiv.org/abs/2212.01186 ,A General Purpose Supervisory Signal for Embodied Agents,1,ai_generated,
349,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2212.00443 ,Unbiased Heterogeneous Scene Graph Generation with Relation-aware Message Passing Neural Network,1,ai_generated,10.1609/aaai.v37i3.25435
348,Robotics,Navigation,http://arxiv.org/abs/2212.00338 ,3D-Aware Object Goal Navigation via Simultaneous Exploration and Identification,2,ai_generated,10.1109/cvpr52729.2023.00645
347,Scene Graph,Representation,http://arxiv.org/abs/2211.16697 ,SGDraw: Scene Graph Drawing Interface Using Object-Oriented Representation,0,ai_generated,10.2139/ssrn.4378289
346,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2211.16636 ,Iterative Scene Graph Generation with Generative Transformers,2,ai_generated,
345,Others,Autonomous Driving,http://arxiv.org/abs/2212.02503 ,Relation-based Motion Prediction using Traffic Scene Graphs,0,ai_generated,10.1109/itsc55140.2022.9922155
344,Others,Autonomous Driving,http://arxiv.org/abs/2211.15508 ,Self Supervised Clustering of Traffic Scenes using Graph Representations,0,ai_generated,10.1109/iceccme55909.2022.9988246
343,Robotics,Navigation,http://arxiv.org/abs/2211.12649 ,Predicting Topological Maps for Visual Navigation in Unexplored Environments,0,ai_generated,
342,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2211.11138 ,Diffusion-Based Scene Graph to Image Generation with Masked Contrastive Pre-Training,10,ai_generated,
341,Reasoning,VQA,http://arxiv.org/abs/2211.08086 ,Visually Grounded VQA by Lattice-based Retrieval,2,ai_generated,
340,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2211.07504 ,On Analyzing the Role of Image for Visual-enhanced Relation Extraction,5,ai_generated,
339,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2211.06444 ,Probabilistic Debiasing of Scene Graphs,0,ai_generated,10.1109/cvpr52729.2023.01005
338,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2211.06119 ,SSGVS: Semantic Scene Graph-to-Video Synthesis,0,ai_generated,10.1109/cvprw59228.2023.00254
337,Robotics,Manipulation,http://arxiv.org/abs/2211.05499 ,DisPositioNet: Disentangled Pose and Identity in Semantic Image Manipulation,1,ai_generated,
336,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2211.04773 ,SG-Shuffle: Multi-aspect Shuffle Transformer for Scene Graph Generation,0,ai_generated,
335,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2211.01969 ,Grounding Scene Graphs on Natural Images via Visio-Lingual Message Passing,1,ai_generated,10.1109/wacv56688.2023.00437
334,Scene Graph,Representation,http://arxiv.org/abs/2211.00848 ,Heterogeneous Trajectory Forecasting via Risk and Scene Graph Learning,1,ai_generated,10.1109/tits.2023.3287186
333,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2211.00562 ,Leveraging commonsense for object localisation in partial scenes,0,ai_generated,10.1109/tpami.2023.3272523
332,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2210.16472 ,Learning Audio-Visual Dynamics Using Scene Graphs for Audio Source Separation,3,ai_generated,
331,Scene Graph,Representation,http://arxiv.org/abs/2210.14862 ,Visual Semantic Parsing: From Images to Abstract Meaning Representation,0,ai_generated,
330,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2210.14162 ,Commonsense Knowledge from Scene Graphs for Textual Environments,2,ai_generated,
329,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2210.11253 ,Image Semantic Relation Generation,0,ai_generated,
328,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2210.09549 ,Swinv2-Imagen: Hierarchical Vision Transformer Diffusion Models for Text-to-Image Generation,0,ai_generated,10.1007/s00521-023-09021-x
327,Reasoning,Retrieval,http://arxiv.org/abs/2210.08908 ,Cross-modal Semantic Enhanced Interaction for Image-Sentence Retrieval,0,ai_generated,10.1109/wacv56688.2023.00108
326,Scene Graph,Representation,http://arxiv.org/abs/2210.08675 ,SGRAM: Improving Scene Graph Parsing via Abstract Meaning Representation,0,ai_generated,
325,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2210.06240 ,Explore Contextual Information for 3D Scene Graph Generation,1,ai_generated,10.1109/tvcg.2022.3219451
324,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2210.04127 ,Towards Efficient Neural Scene Graphs by Learning Consistency Fields,2,ai_generated,
323,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2210.02735 ,What Should the System Do Next?: Operative Action Captioning for Estimating System Actions,0,ai_generated,
322,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2210.00920 ,Unbiased Scene Graph Generation using Predicate Similarities,1,ai_generated,10.1109/access.2024.3424230
321,Robotics,Manipulation,http://arxiv.org/abs/2209.14026 ,Human-in-the-loop Robotic Grasping using BERT Scene Representation,2,ai_generated,
320,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2209.12274 ,Personalized Saliency in Task-Oriented Semantic Communications: Image Transmission and Performance Analysis,4,ai_generated,10.1109/jsac.2022.3221990
319,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2209.07896 ,3D VSG: Long-term Semantic Scene Change Prediction through 3D Variable Scene Graphs,1,ai_generated,10.1109/icra48891.2023.10161212
318,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2209.09093 ,Scene Graph Modification as Incremental Structure Expanding,0,ai_generated,
317,Others,Medical,http://arxiv.org/abs/2209.07118 ,"Align, Reason and Learn: Enhancing Medical Vision-and-Language Pre-training with Knowledge",0,ai_generated,10.1145/3503161.3547948
316,Robotics,Navigation,http://arxiv.org/abs/2209.06111 ,D-Lite: Navigation-Oriented Compression of 3D Scene Graphs for Multi-Robot Collaboration,0,ai_generated,10.1109/lra.2023.3320011
315,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2209.02981 ,VGStore: A Multimodal Extension to SPARQL for Querying RDF Scene Graph,2,ai_generated,
314,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2209.02749 ,Scalable Regularization of Scene Graph Generation Models using Symbolic Theories,2,ai_generated,
313,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2209.02567 ,Capsule Networks as Generative Models,0,ai_generated,
312,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2208.13753 ,Frido: Feature Pyramid Diffusion for Complex Scene Image Synthesis,3,ai_generated,10.1609/aaai.v37i1.25133
311,Reasoning,VQA,http://arxiv.org/abs/2208.12037 ,Symbolic Replay: Scene Graph as Prompt for Continual Learning on VQA Task,4,ai_generated,10.1609/aaai.v37i1.25208
310,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2208.09417 ,Target-oriented Sentiment Classification with Sequential Cross-modal Semantic Graph,2,ai_generated,
309,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2208.08165 ,Towards Open-vocabulary Scene Graph Generation with Prompt-based Finetuning,2,ai_generated,
308,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2208.07109 ,Context-aware Mixture-of-Experts for Unbiased Scene Graph Generation,1,ai_generated,
307,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2208.03763 ,Label Semantic Knowledge Distillation for Unbiased Scene Graph Generation,3,ai_generated,10.1109/tcsvt.2023.3282349
306,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2208.01909 ,Rethinking the Evaluation of Unbiased Scene Graph Generation,3,ai_generated,
305,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2208.01834 ,Integrating Object-aware and Interaction-aware Knowledge for Weakly Supervised Scene Graph Generation,0,ai_generated,10.1145/3503161.3548164
304,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2207.13440 ,Iterative Scene Graph Generation,10,ai_generated,
303,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2207.13316 ,NICEST: Noisy Label Correction and Training for Robust Scene Graph Generation,5,ai_generated,10.1109/tpami.2024.3387349
302,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2207.11441 ,Meta Spatio-Temporal Debiasing for Video Scene Graph Generation,2,ai_generated,
301,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2207.11247 ,Panoptic Scene Graph Generation,0,ai_generated,
300,Others,Autonomous Driving,http://arxiv.org/abs/2207.12321 ,RSG-Net: Towards Rich Sematic Relationship Prediction for Intelligent Vehicle in Complex Environments,0,ai_generated,
299,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2207.07913 ,Dual-branch Hybrid Learning Network for Unbiased Scene Graph Generation,3,ai_generated,10.1109/tcsvt.2023.3297842
298,Robotics,Navigation,http://arxiv.org/abs/2207.07870 ,Scene Graph for Embodied Exploration in Cluttered Scenario,1,ai_generated,
297,Robotics,Task-planning,http://arxiv.org/abs/2207.05006 ,TASKOGRAPHY: Evaluating robot task planning over large 3D scene graphs,12,ai_generated,
296,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2207.04602 ,Adaptive Fine-Grained Predicates Learning for Scene Graph Generation,2,ai_generated,10.1109/tpami.2023.3298356
295,Robotics,Manipulation,http://arxiv.org/abs/2207.04364 ,Sequential Manipulation Planning on Scene Graph,0,ai_generated,10.1109/iros47612.2022.9981735
294,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2207.03729 ,GEMS: Scene Expansion using Generative Models of Graphs,0,ai_generated,10.1109/wacv56688.2023.00024
293,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2207.00545 ,Transforming Image Generation from Scene Graphs,0,ai_generated,10.1109/icpr56361.2022.9956620
292,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2206.11653 ,Learning To Generate Scene Graph from Head to Tail,0,ai_generated,10.1109/icme52920.2022.9859711
291,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2206.11352 ,Doubly Reparameterized Importance Weighted Structure Learning for Scene Graph Generation,0,ai_generated,
290,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2206.04863 ,Symbolic image detection using scene and knowledge graphs,2,ai_generated,
289,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2206.05051 ,Temporal Inductive Logic Reasoning over Hypergraphs,0,ai_generated,
288,Robotics,Robotic Perception,http://arxiv.org/abs/2206.04585 ,Extracting Zero-shot Common Sense from Large Language Models for Robot 3D Scene Understanding,1,ai_generated,
287,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2206.03014 ,The Devil is in the Labels: Noisy Label Correction for Robust Scene Graph Generation,5,ai_generated,10.1109/cvpr52688.2022.01830
286,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2205.12089 ,Sim-To-Real Transfer of Visual Grounding for Human-Aided Ambiguity Resolution,1,ai_generated,
285,Reasoning,VQA,http://arxiv.org/abs/2205.11501 ,VQA-GNN: Reasoning with Multimodal Knowledge via Graph Neural Networks for Visual Question Answering,4,ai_generated,10.1109/iccv51070.2023.01973
284,Robotics,Navigation,http://arxiv.org/abs/2205.08325 ,GraphMapper: Efficient Visual Navigation by Scene Graph Generation,0,ai_generated,10.1109/icpr56361.2022.9956224
283,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2205.07017 ,Importance Weighted Structure Learning for Scene Graph Generation,0,ai_generated,10.1109/tpami.2023.3329339
282,Reasoning,VQA,http://arxiv.org/abs/2205.04188 ,Joint learning of object graph and relation graph for visual question answering,1,ai_generated,10.1109/icme52920.2022.9859766
281,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2205.02958 ,Scene Graph Expansion for Semantics-Guided Image Outpainting,1,ai_generated,10.1109/cvpr52688.2022.01517
280,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2205.01316 ,HL-Net: Heterophily Learning Network for Scene Graph Generation,2,ai_generated,10.1109/cvpr52688.2022.01887
279,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2205.01297 ,RU-Net: Regularized Unrolling Network for Scene Graph Generation,3,ai_generated,10.1109/cvpr52688.2022.01885
278,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2204.11143 ,Supplementing Missing Visions via Dialog for Scene Graph Generations,0,ai_generated,10.1109/icassp48485.2024.10446239
277,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2204.08123 ,Non-Parallel Text Style Transfer with Self-Parallel Supervision,7,ai_generated,
276,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2204.02597 ,Fine-Grained Predicates Learning for Scene Graph Generation,1,ai_generated,10.1109/cvpr52688.2022.01886
275,Reasoning,Reasoning,http://arxiv.org/abs/2204.02380 ,CLEVR-X: A Visual Reasoning Dataset for Natural Language Explanations,0,ai_generated,
274,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2203.14260 ,Unsupervised Vision-Language Parsing: Seamlessly Bridging Visual Scene Graphs with Language Structures via Dependency Relationships,0,ai_generated,10.1109/cvpr52688.2022.01516
273,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2203.12849 ,Complex Scene Image Editing by Scene Graph Comprehension,0,ai_generated,
272,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2203.11937 ,4D-OR: Semantic Scene Graphs for OR Domain Modeling,6,ai_generated,
271,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2203.11654 ,Fine-Grained Scene Graph Generation with Data Transfer,4,ai_generated,
270,Others,Autonomous Driving,http://arxiv.org/abs/2203.10569 ,Self-supervised Point Cloud Completion on Real Traffic Scenes via Scene-concerned Bottom-up Mechanism,0,ai_generated,10.1109/icme52920.2022.9860015
269,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2203.10424 ,MetaOnce: A Metaverse Framework Based on Multi-scene Relations and Entity-relation-event Game,2,ai_generated,
268,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2203.10202 ,Relationformer: A Unified Framework for Image-to-Graph Generation,4,ai_generated,
267,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2203.09811 ,Stacked Hybrid-Attention and Group Collaborative Learning for Unbiased Scene Graph Generation,6,ai_generated,10.1109/cvpr52688.2022.01882
266,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2203.09160 ,Biasing Like Human: A Cognitive Bias Framework for Scene Graph Generation,2,ai_generated,
265,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2203.07600 ,Procedural Text Understanding via Scene-Wise Evolution,-1,ai_generated,10.1609/aaai.v36i10.21388
264,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2203.06907 ,Hierarchical Memory Learning for Fine-Grained Scene Graph Generation,0,ai_generated,
263,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2203.05380 ,Spatial Commonsense Graph for Object Localisation in Partial Scenes,-1,ai_generated,10.1109/cvpr52688.2022.01891
262,Robotics,Robotic Perception,http://arxiv.org/abs/2203.00600 ,Dual Embodied-Symbolic Concept Representations for Deep Learning,0,ai_generated,
261,Robotics,Task-planning,http://arxiv.org/abs/2202.12912 ,"SGL: Symbolic Goal Learning in a Hybrid, Modular Framework for Human Instruction Following",0,ai_generated,10.1109/lra.2022.3190076
260,Robotics,Navigation,http://arxiv.org/abs/2202.12197 ,Situational Graphs for Robot Navigation in Structured Indoor Environments,1,ai_generated,
259,Reasoning,Reasoning,http://arxiv.org/abs/2202.11337 ,Commonsense Reasoning for Identifying and Understanding the Implicit Need of Help and Synthesizing Assistive Actions,0,ai_generated,
258,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2202.10826 ,Relation Regularized Scene Graph Generation,1,ai_generated,10.1109/tcyb.2021.3052522
257,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2202.10824 ,One-shot Scene Graph Generation,5,ai_generated,10.1145/3394171.3414025
256,Robotics,Task-planning,http://arxiv.org/abs/2202.10432 ,Reasoning with Scene Graphs for Robot Planning under Partial Observability,0,ai_generated,10.1109/lra.2022.3157567
255,Robotics,Robotic Perception,http://arxiv.org/abs/2202.10201 ,OG-SGG: Ontology-Guided Scene Graph Generation. A Case Study in Transfer Learning for Telepresence Robotics,0,ai_generated,
254,Reasoning,Retrieval,http://arxiv.org/abs/2202.09459 ,Interactive Visual Pattern Search on Graph Data via Graph Representation Learning,0,ai_generated,10.1109/tvcg.2021.3114857
253,Reasoning,VQA,http://arxiv.org/abs/2202.09277 ,(2.5+1)D Spatio-Temporal Scene Graphs for Video Question Answering,1,ai_generated,10.1609/aaai.v36i1.19922
252,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2202.07271 ,Hyper-relationship Learning Network for Scene Graph Generation,0,ai_generated,
251,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2201.13360 ,Hydra: A Real-time Spatial Perception System for 3D Scene Graph Construction and Optimization,0,ai_generated,10.15607/rss.2022.xviii.050
250,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2201.11697 ,Constrained Structure Learning for Scene Graph Generation,0,ai_generated,10.1109/tpami.2023.3282889
249,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2201.11460 ,RelTR: Relation Transformer for Scene Graph Generation,5,ai_generated,10.1109/tpami.2023.3268066
248,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2201.06794 ,Resistance Training using Prior Bias: toward Unbiased Scene Graph Generation,0,ai_generated,10.1609/aaai.v36i1.19896
247,Robotics,Navigation,http://arxiv.org/abs/2201.05977 ,Lightweight Object-level Topological Semantic Mapping and Long-term Global Localization based on Graph Matching,1,ai_generated,
246,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2201.01901 ,Incremental Object Grounding Using Scene Graphs,3,ai_generated,
245,Scene Graph,General,http://arxiv.org/abs/2201.00443 ,Scene Graph Generation: A Comprehensive Survey,7,ai_generated,10.1016/j.neucom.2023.127052
244,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2112.12970 ,SGTR: End-to-end Scene Graph Generation with Transformer,1,ai_generated,10.1109/cvpr52688.2022.01888
243,Robotics,Manipulation,http://arxiv.org/abs/2112.11691 ,Comprehensive Visual Question Answering on Point Clouds through Compositional Scene Manipulation,4,ai_generated,10.1109/tvcg.2023.3340679
242,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2112.09828 ,Exploiting Long-Term Dependencies for Generating Dynamic Scene Graphs,4,ai_generated,10.1109/wacv56688.2023.00510
241,Reasoning,Reasoning,http://arxiv.org/abs/2112.08587 ,SGEITL: Scene Graph Enhanced Image-Text Learning for Visual Commonsense Reasoning,0,ai_generated,10.1609/aaai.v36i5.20536
240,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2112.05727 ,Neural Belief Propagation for Scene Graph Generation,-1,ai_generated,10.1109/tpami.2023.3243306
239,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2112.04222 ,Classification-Then-Grounding: Reformulating Video Scene Graphs as Temporal Bipartite Graphs,4,ai_generated,10.1109/cvpr52688.2022.01889
238,Scene Graph,Representation,http://arxiv.org/abs/2112.00974 ,Consensus Graph Representation Learning for Better Grounded Image Captioning,2,ai_generated,10.1609/aaai.v35i4.16452
237,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2112.00967 ,Relational Graph Learning for Grounded Video Description Generation,0,ai_generated,
236,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2111.13517 ,Not All Relations are Equal: Mining Informative Labels for Scene Graph Generation,0,ai_generated,10.1109/cvpr52688.2022.01515
235,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2111.13131 ,Scene Graph Generation with Geometric Context,0,ai_generated,
234,Others,Autonomous Driving,http://arxiv.org/abs/2111.10196 ,Towards Traffic Scene Description: The Semantic Scene Graph,0,manual,10.1109/itsc55140.2022.9922469
233,Others,Autonomous Driving,http://arxiv.org/abs/2111.06123 ,Spatio-Temporal Scene-Graph Embedding for Autonomous Vehicle Collision Prediction,-1,manual,
232,Reasoning,VQA,http://arxiv.org/abs/2111.04785 ,Visual Question Answering based on Formal Logic,-1,manual,10.1109/icmla52953.2021.00157
231,Robotics,Robotic Perception,http://arxiv.org/abs/2111.00312 ,3DP3: 3D Scene Perception via Probabilistic Programming,5,manual,
230,Reasoning,Prediction,http://arxiv.org/abs/2110.13280 ,A Variational Graph Autoencoder for Manipulation Action Recognition and Prediction,-1,manual,10.1109/icar53236.2021.9659385
229,Scene Graph,Synthesis,http://arxiv.org/abs/2110.11918 ,MIGS: Meta Image Generation from Scene Graphs,7,manual,10.5244/c.35.393
228,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2110.05731 ,Topic Scene Graph Generation by Attention Distillation from Caption,0,manual,10.1109/iccv48922.2021.01560
227,Reasoning,Others,http://arxiv.org/abs/2110.04494 ,SGMNet: Scene Graph Matching Network for Few-Shot Remote Sensing Scene Classification,5,manual,10.1109/tgrs.2022.3200056
226,Robotics,General,http://arxiv.org/abs/2110.00273 ,From SLAM to Situational Awareness: Challenges and Survey,1,manual,
225,Others,Other Applications,http://arxiv.org/abs/2109.11955 ,Visual Scene Graphs for Audio Source Separation,-1,manual,10.1109/iccv48922.2021.00124
224,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2109.11398 ,Scene Graph Generation for Better Image Captioning?,2,manual,
223,Reasoning,Grounding,http://arxiv.org/abs/2109.10613 ,COVR: A test-bed for Visually Grounded Compositional Generalization with real images,0,manual,10.18653/v1/2021.emnlp-main.774
222,Robotics,Task-planning,http://arxiv.org/abs/2109.07872 ,Knowledge-based Embodied Question Answering,-1,manual,10.1109/tpami.2023.3277206
221,Robotics,Navigation,http://arxiv.org/abs/2109.06241 ,Incremental Abstraction in Distributed Probabilistic SLAM Graphs,0,manual,10.1109/icra46639.2022.9812078
220,Reasoning,Retrieval,http://arxiv.org/abs/2109.05523 ,Constructing Phrase-level Semantic Labels to Form Multi-Grained Supervision for Image-Text Retrieval,1,manual,10.1145/3512527.3531368
219,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2109.05346 ,BGT-Net: Bidirectional GRU Transformer Network for Scene Graph Generation,-1,manual,10.1109/cvprw53098.2021.00244
218,Robotics,Navigation,http://arxiv.org/abs/2109.04569 ,Open-World Distributed Robot Self-Localization with Transferable Visual Vocabulary and Both Absolute and Relative Features,0,manual,
217,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2109.02227 ,Learning to Generate Scene Graph from Natural Language Supervision,0,manual,10.1109/iccv48922.2021.00184
